Author,504335.1
LexicalDiversity,60.958966515
MeanWordLen,5.022513712
MeanSentenceLen,20.810253659
StdevSentenceLen,12.1356969174
MeanParagraphLen,312.20215
DocumentLen,1584.64055
Commas,42.074254305
Semicolons,1.23096141935
Quotes,0.0
Exclamations,2.42389094325
Colons,1.2040597324
Dashes,3.5198618256
Mdashes,0.0
Ands,25.8005001775
Buts,5.71425493425
Howevers,0.22315575135
Ifs,1.34664609415
Thats,7.495852575
Mores,2.03288360435
Musts,0.3759775301
Mights,0.362423521
This,6.63127759175
Verys,2.26844589515
ReviewId,482831.12595
ReviewId2,193529.6705
ReviewScore,6.8605
Author_per,0.500025
LexicalDiversity_per,0.500025
MeanWordLen_per,0.500025
MeanSentenceLen_per,0.500025
StdevSentenceLen_per,0.500025
MeanParagraphLen_per,0.500025
DocumentLen_per,0.500025
Commas_per,0.500025
Semicolons_per,0.500025
Quotes_per,0.500025
Exclamations_per,0.500025
Colons_per,0.500025
Dashes_per,0.500025
Mdashes_per,0.500025
Ands_per,0.500025
Buts_per,0.500025
Howevers_per,0.500025
Ifs_per,0.500025
Thats_per,0.500025
Mores_per,0.500025
Musts_per,0.500025
Mights_per,0.500025
This_per,0.500025
Verys_per,0.500025
ReviewId_per,0.500025
ReviewId2_per,0.500025
ReviewScore_per,0.500025
